"Id","label"
1,"22"
2,"16"
3,"16"
4,"16"
5,"16"
6,"6"
7,"6"
8,"2"
9,"18"
10,"6"
11,"2"
12,"6"
13,"6"
14,"22"
15,"6"
16,"1"
17,"22"
18,"18"
19,"18"
20,"2"
21,"2"
22,"1"
23,"16"
24,"12"
25,"12"
26,"1"
27,"16"
28,"18"
29,"1"
30,"2"
31,"18"
32,"2"
33,"6"
34,"1"
35,"18"
36,"22"
37,"1"
38,"1"
39,"1"
40,"18"
41,"16"
42,"22"
43,"22"
44,"6"
45,"2"
46,"16"
47,"2"
48,"22"
49,"1"
50,"18"
51,"6"
52,"1"
53,"12"
54,"22"
55,"18"
56,"6"
57,"22"
58,"2"
59,"12"
60,"18"
61,"6"
62,"22"
63,"6"
64,"18"
65,"6"
66,"18"
67,"2"
68,"22"
69,"16"
70,"16"
71,"18"
72,"6"
73,"12"
74,"6"
75,"18"
76,"6"
77,"2"
78,"22"
79,"18"
80,"1"
81,"22"
82,"22"
83,"1"
84,"6"
85,"22"
86,"6"
87,"1"
88,"12"
89,"18"
90,"2"
91,"22"
92,"16"
93,"22"
94,"22"
95,"12"
96,"22"
97,"1"
98,"12"
99,"22"
100,"12"
101,"16"
102,"12"
103,"16"
104,"6"
105,"12"
106,"12"
107,"2"
108,"2"
109,"18"
110,"2"
111,"12"
112,"2"
113,"2"
114,"1"
115,"22"
116,"2"
117,"12"
118,"16"
119,"18"
120,"6"
121,"1"
122,"22"
123,"22"
124,"16"
125,"12"
126,"16"
127,"1"
128,"2"
129,"22"
130,"2"
131,"6"
132,"16"
133,"18"
134,"12"
135,"2"
136,"6"
137,"18"
138,"2"
139,"1"
140,"12"
141,"12"
142,"6"
143,"22"
144,"6"
145,"22"
146,"18"
147,"6"
148,"22"
149,"12"
150,"18"
151,"18"
152,"6"
153,"1"
154,"18"
155,"16"
156,"6"
157,"6"
158,"16"
159,"2"
160,"22"
161,"1"
162,"18"
163,"22"
164,"18"
165,"16"
166,"22"
167,"18"
168,"16"
169,"1"
170,"1"
171,"18"
172,"1"
173,"2"
174,"12"
175,"16"
176,"6"
177,"22"
178,"12"
179,"2"
180,"1"
181,"16"
182,"16"
183,"1"
184,"6"
185,"12"
186,"12"
187,"22"
188,"2"
189,"18"
190,"16"
191,"18"
192,"1"
193,"1"
194,"22"
195,"6"
196,"6"
197,"22"
198,"1"
199,"22"
200,"2"
201,"1"
202,"6"
203,"22"
204,"2"
205,"2"
206,"18"
207,"1"
208,"1"
209,"12"
210,"12"
211,"16"
212,"6"
213,"1"
214,"2"
215,"18"
216,"18"
217,"18"
218,"18"
219,"12"
220,"2"
221,"1"
222,"1"
223,"18"
224,"22"
225,"22"
226,"2"
227,"1"
228,"1"
229,"2"
230,"18"
231,"18"
232,"16"
233,"22"
234,"12"
235,"6"
236,"16"
237,"22"
238,"1"
239,"6"
240,"16"
241,"22"
242,"16"
243,"2"
244,"18"
245,"6"
246,"22"
247,"2"
248,"18"
249,"18"
250,"1"
251,"6"
252,"18"
253,"22"
254,"16"
255,"16"
256,"12"
257,"22"
258,"2"
259,"16"
260,"18"
261,"2"
262,"1"
263,"6"
264,"16"
265,"6"
266,"2"
267,"6"
268,"2"
269,"2"
270,"22"
271,"18"
272,"2"
273,"22"
274,"22"
275,"18"
276,"18"
277,"6"
278,"18"
279,"2"
280,"22"
281,"12"
282,"18"
283,"2"
284,"6"
285,"2"
286,"12"
287,"16"
288,"12"
289,"1"
290,"18"
291,"12"
292,"2"
293,"22"
294,"16"
295,"18"
296,"18"
297,"1"
298,"2"
299,"22"
300,"16"
301,"2"
302,"6"
303,"22"
304,"6"
305,"16"
306,"6"
307,"16"
308,"2"
309,"2"
310,"18"
311,"22"
312,"6"
313,"12"
314,"18"
315,"6"
316,"2"
317,"12"
318,"16"
319,"22"
320,"6"
321,"1"
322,"12"
323,"12"
324,"16"
325,"16"
326,"6"
327,"18"
328,"12"
329,"6"
330,"2"
331,"22"
332,"18"
333,"2"
334,"1"
335,"1"
336,"1"
337,"1"
338,"12"
339,"6"
340,"18"
341,"12"
342,"2"
343,"12"
344,"16"
345,"18"
346,"18"
347,"12"
348,"22"
349,"12"
350,"16"
351,"6"
352,"12"
353,"1"
354,"22"
355,"16"
356,"12"
357,"6"
358,"2"
359,"2"
360,"22"
361,"2"
362,"16"
363,"12"
364,"12"
365,"18"
366,"22"
367,"18"
368,"1"
369,"12"
370,"1"
371,"1"
372,"12"
373,"18"
374,"16"
375,"2"
376,"2"
377,"1"
378,"1"
379,"1"
380,"1"
381,"1"
382,"22"
383,"6"
384,"18"
385,"6"
386,"22"
387,"2"
388,"16"
389,"6"
390,"12"
391,"6"
392,"22"
393,"2"
394,"22"
395,"18"
396,"16"
397,"16"
398,"12"
399,"2"
400,"1"
401,"1"
402,"2"
403,"22"
404,"1"
405,"12"
406,"16"
407,"1"
408,"22"
409,"2"
410,"12"
411,"1"
412,"18"
413,"1"
414,"22"
415,"1"
416,"6"
417,"12"
418,"6"
419,"12"
420,"2"
421,"2"
422,"16"
423,"6"
424,"12"
425,"2"
426,"6"
427,"6"
428,"18"
429,"16"
430,"18"
431,"12"
432,"22"
433,"12"
434,"12"
435,"18"
436,"22"
437,"16"
438,"1"
439,"12"
440,"6"
441,"2"
442,"2"
443,"6"
444,"22"
445,"6"
446,"16"
447,"6"
448,"16"
449,"18"
450,"6"
451,"22"
452,"2"
453,"22"
454,"12"
455,"12"
456,"2"
457,"12"
458,"16"
459,"6"
460,"6"
461,"18"
462,"6"
463,"2"
464,"2"
465,"6"
466,"22"
467,"2"
468,"12"
469,"16"
470,"12"
471,"1"
472,"18"
473,"18"
474,"6"
475,"1"
476,"18"
477,"16"
478,"1"
479,"2"
480,"2"
481,"1"
482,"2"
483,"16"
484,"12"
485,"12"
486,"6"
487,"22"
488,"2"
489,"1"
490,"6"
491,"1"
492,"2"
493,"2"
494,"1"
495,"16"
496,"22"
497,"16"
498,"6"
499,"22"
500,"12"
