"Id","label"
1,"22"
2,"16"
3,"16"
4,"16"
5,"16"
6,"6"
7,"6"
8,"22"
9,"18"
10,"6"
11,"2"
12,"6"
13,"6"
14,"22"
15,"6"
16,"1"
17,"16"
18,"18"
19,"18"
20,"22"
21,"2"
22,"1"
23,"16"
24,"12"
25,"12"
26,"1"
27,"16"
28,"18"
29,"1"
30,"2"
31,"18"
32,"2"
33,"18"
34,"1"
35,"18"
36,"22"
37,"1"
38,"1"
39,"1"
40,"18"
41,"16"
42,"22"
43,"2"
44,"6"
45,"2"
46,"16"
47,"18"
48,"22"
49,"1"
50,"6"
51,"6"
52,"1"
53,"12"
54,"22"
55,"18"
56,"12"
57,"22"
58,"2"
59,"12"
60,"18"
61,"18"
62,"22"
63,"6"
64,"16"
65,"6"
66,"18"
67,"2"
68,"22"
69,"16"
70,"16"
71,"18"
72,"6"
73,"22"
74,"6"
75,"18"
76,"6"
77,"2"
78,"22"
79,"18"
80,"1"
81,"22"
82,"2"
83,"1"
84,"6"
85,"22"
86,"6"
87,"1"
88,"12"
89,"6"
90,"2"
91,"22"
92,"16"
93,"22"
94,"22"
95,"12"
96,"22"
97,"1"
98,"22"
99,"2"
100,"12"
101,"16"
102,"12"
103,"16"
104,"6"
105,"16"
106,"18"
107,"16"
108,"2"
109,"18"
110,"2"
111,"12"
112,"2"
113,"2"
114,"1"
115,"22"
116,"2"
117,"2"
118,"16"
119,"18"
120,"6"
121,"1"
122,"22"
123,"22"
124,"16"
125,"12"
126,"16"
127,"1"
128,"2"
129,"22"
130,"2"
131,"6"
132,"16"
133,"18"
134,"12"
135,"2"
136,"12"
137,"18"
138,"2"
139,"1"
140,"12"
141,"12"
142,"6"
143,"22"
144,"6"
145,"22"
146,"18"
147,"6"
148,"22"
149,"12"
150,"18"
151,"18"
152,"6"
153,"1"
154,"18"
155,"16"
156,"6"
157,"18"
158,"16"
159,"2"
160,"22"
161,"1"
162,"18"
163,"22"
164,"18"
165,"16"
166,"22"
167,"18"
168,"16"
169,"1"
170,"1"
171,"18"
172,"1"
173,"2"
174,"6"
175,"16"
176,"6"
177,"22"
178,"12"
179,"2"
180,"1"
181,"18"
182,"16"
183,"1"
184,"6"
185,"2"
186,"12"
187,"22"
188,"22"
189,"18"
190,"16"
191,"18"
192,"1"
193,"1"
194,"16"
195,"6"
196,"6"
197,"12"
198,"1"
199,"2"
200,"2"
201,"1"
202,"18"
203,"22"
204,"2"
205,"2"
206,"18"
207,"1"
208,"1"
209,"12"
210,"6"
211,"16"
212,"6"
213,"1"
214,"6"
215,"18"
216,"18"
217,"18"
218,"18"
219,"12"
220,"2"
221,"1"
222,"1"
223,"18"
224,"22"
225,"22"
226,"2"
227,"1"
228,"1"
229,"2"
230,"18"
231,"18"
232,"16"
233,"22"
234,"12"
235,"6"
236,"16"
237,"22"
238,"1"
239,"6"
240,"22"
241,"22"
242,"16"
243,"2"
244,"6"
245,"6"
246,"22"
247,"16"
248,"18"
249,"18"
250,"1"
251,"6"
252,"18"
253,"22"
254,"2"
255,"16"
256,"12"
257,"22"
258,"2"
259,"16"
260,"18"
261,"2"
262,"1"
263,"18"
264,"16"
265,"6"
266,"16"
267,"6"
268,"2"
269,"2"
270,"22"
271,"6"
272,"2"
273,"22"
274,"22"
275,"18"
276,"18"
277,"18"
278,"18"
279,"2"
280,"22"
281,"12"
282,"6"
283,"2"
284,"6"
285,"2"
286,"22"
287,"22"
288,"12"
289,"1"
290,"6"
291,"12"
292,"22"
293,"22"
294,"16"
295,"6"
296,"18"
297,"1"
298,"2"
299,"22"
300,"16"
301,"2"
302,"6"
303,"12"
304,"6"
305,"16"
306,"6"
307,"16"
308,"2"
309,"2"
310,"18"
311,"22"
312,"6"
313,"18"
314,"18"
315,"6"
316,"2"
317,"12"
318,"16"
319,"22"
320,"6"
321,"1"
322,"12"
323,"12"
324,"16"
325,"16"
326,"6"
327,"18"
328,"12"
329,"6"
330,"2"
331,"2"
332,"6"
333,"2"
334,"1"
335,"1"
336,"1"
337,"1"
338,"12"
339,"12"
340,"18"
341,"22"
342,"12"
343,"12"
344,"1"
345,"18"
346,"18"
347,"12"
348,"22"
349,"12"
350,"16"
351,"6"
352,"2"
353,"1"
354,"22"
355,"16"
356,"12"
357,"12"
358,"18"
359,"2"
360,"22"
361,"2"
362,"16"
363,"12"
364,"2"
365,"18"
366,"22"
367,"18"
368,"1"
369,"12"
370,"1"
371,"1"
372,"12"
373,"18"
374,"16"
375,"2"
376,"2"
377,"1"
378,"1"
379,"1"
380,"1"
381,"1"
382,"22"
383,"6"
384,"6"
385,"6"
386,"22"
387,"12"
388,"12"
389,"6"
390,"12"
391,"18"
392,"22"
393,"2"
394,"22"
395,"18"
396,"16"
397,"16"
398,"12"
399,"2"
400,"1"
401,"12"
402,"12"
403,"22"
404,"1"
405,"12"
406,"16"
407,"1"
408,"22"
409,"2"
410,"22"
411,"1"
412,"18"
413,"1"
414,"16"
415,"1"
416,"18"
417,"12"
418,"6"
419,"12"
420,"16"
421,"2"
422,"16"
423,"6"
424,"12"
425,"2"
426,"6"
427,"6"
428,"18"
429,"16"
430,"18"
431,"12"
432,"22"
433,"12"
434,"12"
435,"18"
436,"22"
437,"16"
438,"1"
439,"18"
440,"6"
441,"16"
442,"2"
443,"18"
444,"22"
445,"6"
446,"16"
447,"6"
448,"16"
449,"18"
450,"6"
451,"22"
452,"18"
453,"22"
454,"12"
455,"12"
456,"2"
457,"12"
458,"16"
459,"6"
460,"6"
461,"18"
462,"18"
463,"16"
464,"2"
465,"6"
466,"22"
467,"2"
468,"12"
469,"2"
470,"2"
471,"1"
472,"18"
473,"18"
474,"6"
475,"1"
476,"18"
477,"16"
478,"1"
479,"2"
480,"2"
481,"1"
482,"2"
483,"16"
484,"12"
485,"6"
486,"6"
487,"22"
488,"2"
489,"1"
490,"6"
491,"1"
492,"2"
493,"2"
494,"1"
495,"16"
496,"22"
497,"16"
498,"18"
499,"22"
500,"12"
