"Id","label"
1,"22"
2,"18"
3,"16"
4,"16"
5,"16"
6,"18"
7,"18"
8,"2"
9,"18"
10,"18"
11,"2"
12,"6"
13,"6"
14,"1"
15,"6"
16,"1"
17,"22"
18,"18"
19,"18"
20,"22"
21,"2"
22,"1"
23,"16"
24,"12"
25,"12"
26,"1"
27,"16"
28,"18"
29,"22"
30,"2"
31,"1"
32,"2"
33,"6"
34,"1"
35,"18"
36,"2"
37,"1"
38,"2"
39,"1"
40,"18"
41,"16"
42,"22"
43,"22"
44,"18"
45,"2"
46,"16"
47,"1"
48,"22"
49,"1"
50,"18"
51,"6"
52,"1"
53,"1"
54,"1"
55,"18"
56,"18"
57,"18"
58,"2"
59,"2"
60,"18"
61,"2"
62,"2"
63,"1"
64,"2"
65,"6"
66,"18"
67,"2"
68,"1"
69,"16"
70,"16"
71,"18"
72,"6"
73,"12"
74,"18"
75,"2"
76,"18"
77,"2"
78,"2"
79,"1"
80,"1"
81,"22"
82,"2"
83,"1"
84,"6"
85,"22"
86,"18"
87,"1"
88,"2"
89,"1"
90,"2"
91,"22"
92,"16"
93,"22"
94,"1"
95,"2"
96,"6"
97,"1"
98,"2"
99,"2"
100,"2"
101,"16"
102,"22"
103,"16"
104,"18"
105,"1"
106,"12"
107,"2"
108,"2"
109,"18"
110,"2"
111,"12"
112,"2"
113,"22"
114,"1"
115,"16"
116,"2"
117,"1"
118,"2"
119,"6"
120,"6"
121,"1"
122,"18"
123,"22"
124,"16"
125,"12"
126,"16"
127,"1"
128,"1"
129,"22"
130,"2"
131,"18"
132,"6"
133,"18"
134,"6"
135,"2"
136,"2"
137,"18"
138,"2"
139,"1"
140,"2"
141,"2"
142,"18"
143,"2"
144,"18"
145,"22"
146,"6"
147,"6"
148,"22"
149,"12"
150,"18"
151,"6"
152,"18"
153,"1"
154,"18"
155,"22"
156,"18"
157,"18"
158,"16"
159,"2"
160,"1"
161,"1"
162,"18"
163,"18"
164,"6"
165,"16"
166,"2"
167,"18"
168,"18"
169,"1"
170,"1"
171,"6"
172,"2"
173,"2"
174,"6"
175,"16"
176,"6"
177,"22"
178,"12"
179,"2"
180,"1"
181,"1"
182,"16"
183,"1"
184,"6"
185,"2"
186,"12"
187,"2"
188,"2"
189,"6"
190,"16"
191,"6"
192,"1"
193,"1"
194,"2"
195,"18"
196,"6"
197,"1"
198,"1"
199,"2"
200,"2"
201,"1"
202,"6"
203,"2"
204,"2"
205,"2"
206,"1"
207,"1"
208,"1"
209,"12"
210,"12"
211,"12"
212,"18"
213,"1"
214,"1"
215,"1"
216,"18"
217,"18"
218,"18"
219,"16"
220,"2"
221,"1"
222,"1"
223,"18"
224,"1"
225,"1"
226,"2"
227,"1"
228,"1"
229,"2"
230,"6"
231,"6"
232,"18"
233,"22"
234,"12"
235,"1"
236,"16"
237,"2"
238,"1"
239,"6"
240,"1"
241,"6"
242,"16"
243,"2"
244,"18"
245,"6"
246,"12"
247,"2"
248,"18"
249,"6"
250,"1"
251,"18"
252,"2"
253,"22"
254,"2"
255,"1"
256,"12"
257,"2"
258,"2"
259,"16"
260,"18"
261,"2"
262,"1"
263,"6"
264,"1"
265,"6"
266,"2"
267,"6"
268,"2"
269,"2"
270,"6"
271,"18"
272,"2"
273,"1"
274,"22"
275,"1"
276,"18"
277,"18"
278,"18"
279,"2"
280,"2"
281,"12"
282,"6"
283,"2"
284,"6"
285,"2"
286,"1"
287,"18"
288,"12"
289,"1"
290,"18"
291,"12"
292,"2"
293,"22"
294,"16"
295,"6"
296,"18"
297,"1"
298,"2"
299,"2"
300,"16"
301,"2"
302,"6"
303,"12"
304,"6"
305,"2"
306,"6"
307,"2"
308,"2"
309,"2"
310,"2"
311,"16"
312,"6"
313,"12"
314,"1"
315,"18"
316,"2"
317,"12"
318,"16"
319,"22"
320,"1"
321,"1"
322,"12"
323,"1"
324,"6"
325,"2"
326,"18"
327,"18"
328,"12"
329,"18"
330,"2"
331,"2"
332,"6"
333,"18"
334,"1"
335,"1"
336,"1"
337,"1"
338,"12"
339,"1"
340,"18"
341,"2"
342,"2"
343,"12"
344,"1"
345,"18"
346,"18"
347,"12"
348,"16"
349,"12"
350,"16"
351,"6"
352,"16"
353,"1"
354,"22"
355,"18"
356,"12"
357,"12"
358,"6"
359,"2"
360,"22"
361,"12"
362,"16"
363,"1"
364,"1"
365,"18"
366,"12"
367,"18"
368,"1"
369,"12"
370,"2"
371,"1"
372,"12"
373,"1"
374,"16"
375,"2"
376,"12"
377,"1"
378,"1"
379,"1"
380,"1"
381,"1"
382,"22"
383,"6"
384,"6"
385,"18"
386,"2"
387,"12"
388,"1"
389,"18"
390,"12"
391,"6"
392,"22"
393,"2"
394,"22"
395,"18"
396,"16"
397,"1"
398,"12"
399,"2"
400,"1"
401,"1"
402,"12"
403,"22"
404,"1"
405,"12"
406,"16"
407,"1"
408,"16"
409,"2"
410,"16"
411,"1"
412,"18"
413,"1"
414,"22"
415,"1"
416,"18"
417,"12"
418,"16"
419,"12"
420,"2"
421,"12"
422,"1"
