"Id","label"
1,"22"
2,"16"
3,"16"
4,"16"
5,"16"
6,"6"
7,"18"
8,"22"
9,"18"
10,"18"
11,"2"
12,"6"
13,"22"
14,"22"
15,"18"
16,"1"
17,"6"
18,"6"
19,"6"
20,"12"
21,"2"
22,"1"
23,"16"
24,"12"
25,"12"
26,"1"
27,"16"
28,"18"
29,"2"
30,"2"
31,"18"
32,"2"
33,"6"
34,"1"
35,"18"
36,"22"
37,"1"
38,"2"
39,"1"
40,"6"
41,"16"
42,"22"
43,"22"
44,"18"
45,"12"
46,"16"
47,"6"
48,"22"
49,"18"
50,"18"
51,"6"
52,"1"
53,"12"
54,"12"
55,"18"
56,"12"
57,"22"
58,"12"
59,"12"
60,"6"
61,"6"
62,"22"
63,"6"
64,"18"
65,"18"
66,"18"
67,"2"
68,"22"
69,"16"
70,"16"
71,"18"
72,"6"
73,"22"
74,"6"
75,"18"
76,"18"
77,"2"
78,"22"
79,"6"
80,"1"
81,"22"
82,"2"
83,"1"
84,"6"
85,"22"
86,"6"
87,"1"
88,"2"
89,"6"
90,"2"
91,"22"
92,"22"
93,"22"
94,"22"
95,"12"
96,"22"
97,"1"
98,"22"
99,"22"
100,"12"
101,"22"
102,"2"
103,"16"
104,"18"
105,"22"
106,"22"
107,"1"
108,"2"
109,"18"
110,"2"
111,"22"
112,"2"
113,"2"
114,"1"
115,"16"
116,"2"
117,"2"
118,"16"
119,"6"
120,"18"
121,"1"
122,"22"
123,"22"
124,"16"
125,"12"
126,"16"
127,"1"
128,"2"
129,"22"
130,"2"
131,"18"
132,"22"
133,"18"
134,"12"
135,"2"
136,"2"
137,"18"
138,"2"
139,"1"
140,"12"
141,"12"
142,"18"
143,"12"
144,"22"
145,"22"
146,"18"
147,"6"
148,"22"
149,"2"
150,"6"
151,"6"
152,"6"
153,"1"
154,"18"
155,"16"
156,"6"
157,"6"
158,"16"
159,"2"
160,"22"
161,"1"
162,"22"
163,"22"
164,"18"
165,"16"
166,"22"
167,"18"
168,"16"
169,"1"
170,"1"
171,"6"
172,"2"
173,"2"
174,"16"
175,"16"
176,"16"
177,"22"
178,"6"
179,"2"
180,"1"
181,"1"
182,"22"
183,"1"
184,"18"
185,"12"
186,"12"
187,"22"
188,"2"
189,"18"
190,"16"
191,"6"
192,"1"
193,"1"
194,"6"
195,"6"
196,"6"
197,"12"
198,"1"
199,"2"
200,"2"
201,"1"
202,"18"
203,"22"
204,"2"
205,"2"
206,"22"
207,"1"
208,"1"
209,"12"
210,"12"
211,"16"
212,"6"
213,"1"
214,"2"
215,"18"
216,"18"
217,"18"
218,"18"
219,"12"
220,"2"
221,"1"
222,"1"
223,"18"
224,"18"
225,"6"
226,"2"
227,"1"
228,"1"
229,"2"
230,"18"
231,"6"
232,"16"
233,"22"
234,"6"
235,"6"
236,"16"
237,"12"
238,"1"
239,"18"
240,"22"
241,"22"
242,"16"
243,"2"
244,"18"
245,"6"
246,"22"
247,"16"
248,"6"
249,"18"
250,"1"
251,"12"
252,"18"
253,"22"
254,"2"
255,"1"
256,"12"
257,"12"
258,"2"
259,"16"
260,"18"
261,"2"
262,"1"
263,"6"
264,"22"
265,"6"
266,"1"
267,"6"
268,"2"
269,"2"
270,"18"
271,"6"
272,"2"
273,"22"
274,"22"
275,"18"
276,"6"
277,"18"
278,"6"
279,"2"
280,"22"
281,"12"
282,"6"
283,"2"
284,"6"
285,"2"
286,"6"
287,"18"
288,"6"
289,"1"
290,"18"
291,"12"
292,"22"
293,"12"
294,"16"
295,"16"
296,"18"
297,"1"
298,"2"
299,"16"
300,"16"
301,"2"
302,"6"
303,"12"
304,"6"
305,"16"
306,"6"
307,"16"
308,"2"
309,"2"
310,"12"
311,"22"
312,"6"
313,"16"
314,"18"
315,"6"
316,"2"
317,"12"
318,"16"
319,"12"
320,"6"
321,"1"
322,"6"
323,"6"
324,"6"
325,"12"
326,"6"
327,"18"
328,"2"
329,"18"
330,"2"
331,"2"
332,"6"
333,"22"
334,"1"
335,"1"
336,"1"
337,"1"
338,"2"
339,"6"
340,"18"
341,"22"
342,"22"
343,"22"
344,"1"
345,"18"
346,"18"
347,"12"
348,"16"
349,"12"
350,"16"
351,"6"
352,"22"
353,"1"
354,"22"
355,"16"
356,"12"
357,"22"
358,"6"
359,"2"
360,"22"
361,"2"
362,"12"
363,"12"
364,"22"
365,"18"
366,"22"
367,"18"
368,"1"
369,"12"
370,"1"
371,"1"
372,"12"
373,"6"
374,"16"
375,"2"
376,"2"
377,"1"
378,"1"
379,"1"
380,"2"
381,"1"
382,"22"
383,"18"
384,"18"
385,"12"
386,"12"
387,"2"
388,"12"
389,"22"
390,"12"
391,"6"
392,"22"
393,"2"
394,"22"
395,"6"
396,"16"
397,"16"
398,"22"
399,"2"
400,"1"
401,"1"
402,"2"
403,"6"
404,"1"
405,"12"
406,"16"
407,"1"
408,"22"
409,"2"
410,"12"
411,"1"
412,"18"
413,"6"
414,"22"
415,"1"
416,"6"
417,"12"
418,"12"
419,"12"
420,"6"
421,"2"
422,"16"
423,"6"
424,"12"
425,"2"
426,"6"
427,"6"
428,"18"
429,"16"
430,"6"
431,"22"
432,"16"
433,"12"
434,"12"
435,"18"
436,"22"
437,"16"
438,"2"
439,"6"
440,"6"
441,"2"
442,"2"
443,"18"
444,"22"
445,"6"
446,"16"
447,"6"
448,"16"
449,"6"
450,"6"
451,"22"
452,"2"
453,"16"
454,"12"
455,"12"
456,"2"
457,"12"
458,"16"
459,"6"
460,"6"
461,"18"
462,"18"
463,"16"
464,"2"
465,"6"
466,"22"
467,"2"
468,"12"
469,"16"
470,"2"
471,"1"
472,"18"
473,"18"
474,"6"
475,"1"
476,"18"
477,"16"
478,"1"
479,"2"
480,"2"
481,"1"
482,"2"
483,"16"
484,"12"
485,"18"
486,"18"
487,"22"
488,"2"
489,"2"
490,"6"
491,"1"
492,"12"
493,"2"
494,"1"
495,"12"
496,"22"
497,"12"
498,"18"
499,"22"
500,"12"
