"Id","label"
1,7
2,18
3,18
4,18
5,18
6,12
7,12
8,7
9,22
10,12
11,6
12,12
13,22
14,7
15,12
16,2
17,7
18,22
19,22
20,7
21,6
22,2
23,18
24,16
25,16
26,2
27,18
28,22
29,2
30,18
31,22
32,6
33,12
34,2
35,22
36,7
37,2
38,2
39,2
40,22
41,18
42,7
43,6
44,12
45,6
46,12
47,18
48,7
49,2
50,12
51,12
52,2
53,16
54,18
55,22
56,16
57,7
58,6
59,16
60,22
61,12
62,7
63,12
64,18
65,12
66,22
67,6
68,7
69,16
70,18
71,22
72,12
73,16
74,22
75,22
76,12
77,6
78,7
79,22
80,2
81,7
82,6
83,2
84,12
85,7
86,12
87,2
88,16
89,16
90,6
91,7
92,18
93,7
94,7
95,16
96,7
97,2
98,7
99,6
100,16
101,18
102,16
103,18
104,22
105,18
106,18
107,6
108,6
109,22
110,6
111,16
112,6
113,7
114,2
115,7
116,6
117,6
118,18
119,22
120,12
121,2
122,7
123,7
124,18
125,16
126,18
127,2
128,6
129,7
130,16
131,12
132,18
133,22
134,12
135,6
136,6
137,22
138,6
139,2
140,16
141,16
142,12
143,7
144,12
145,7
146,22
147,12
148,7
149,16
150,22
151,12
152,12
153,2
154,22
155,18
156,12
157,22
158,18
159,6
160,7
161,2
162,22
163,7
164,22
165,18
166,7
167,22
168,18
169,2
170,2
171,22
172,2
173,6
174,6
175,18
176,12
177,7
178,16
179,6
180,2
181,6
182,18
183,2
184,12
185,6
186,16
187,7
188,6
189,22
190,18
191,22
192,2
193,2
194,7
195,12
196,12
197,18
198,2
199,6
200,6
201,2
202,22
203,7
204,6
205,6
206,22
207,2
208,2
209,16
210,12
211,18
212,22
213,2
214,6
215,22
216,22
217,22
218,22
219,16
220,6
221,2
222,2
223,22
224,7
225,7
226,6
227,2
228,2
229,6
230,22
231,22
232,18
233,7
234,16
235,22
236,18
237,6
238,2
239,12
240,7
241,7
242,18
243,6
244,12
245,22
246,7
247,6
248,22
249,22
250,2
251,12
252,22
253,7
254,6
255,18
256,16
257,7
258,6
259,18
260,22
261,6
262,2
263,22
264,18
265,22
266,6
267,12
268,6
269,6
270,7
271,12
272,6
273,7
274,7
275,22
276,22
277,12
278,22
279,6
280,7
281,16
282,12
283,6
284,12
285,6
286,7
287,16
288,16
289,2
290,18
291,16
292,7
293,7
294,18
295,12
296,22
297,6
298,6
299,6
300,18
301,6
302,12
303,16
304,12
305,18
306,12
307,18
308,6
309,16
310,12
311,7
312,22
313,22
314,22
315,22
316,6
317,16
318,18
319,7
320,12
321,2
322,16
323,16
324,18
325,18
326,12
327,22
328,16
329,12
330,6
331,6
332,12
333,7
334,2
335,2
336,2
337,2
338,16
339,16
340,22
341,7
342,16
343,16
344,2
345,22
346,22
347,16
348,7
349,16
350,18
351,12
352,7
353,2
354,16
355,18
356,16
357,18
358,6
359,6
360,7
361,6
362,16
363,16
364,7
365,22
366,7
367,22
368,2
369,16
370,2
371,2
372,16
373,22
374,18
375,6
376,6
377,2
378,2
379,2
380,2
381,2
382,7
383,12
384,12
385,12
386,7
387,12
388,16
389,12
390,16
391,22
392,7
393,6
394,7
395,22
396,18
397,18
398,16
399,6
400,2
401,16
402,16
403,7
404,2
405,16
406,18
407,2
408,7
409,6
410,7
411,2
412,22
413,2
414,18
415,2
416,22
417,16
418,12
419,16
420,7
421,6
422,18
423,12
424,16
425,6
426,12
427,12
428,22
429,18
430,12
431,16
432,7
433,16
434,16
435,22
436,7
437,18
438,2
439,22
440,22
441,6
442,6
443,22
444,7
445,12
446,18
447,12
448,18
449,22
450,12
451,7
452,6
453,18
454,16
455,16
456,6
457,16
458,18
459,12
460,22
461,22
462,22
463,18
464,6
465,6
466,7
467,6
468,6
469,16
470,6
471,2
472,22
473,22
474,12
475,2
476,22
477,18
478,2
479,6
480,6
481,2
482,6
483,6
484,16
485,6
486,12
487,7
488,6
489,2
490,12
491,2
492,18
493,6
494,2
495,18
496,18
497,6
498,12
499,7
500,16
